ORSPL,PLANT_NAME,rggi,Low_Income,PRIME_MOVER,Year,fuel
2513,Far Rockaway,1,0,ST,2006,Natural Gas
55699,Bayswater Peaking Facility LLC,1,0,GT,2006,Natural Gas
56141,Jamaica Bay Peaking,1,0,GT,2006,Oil
2514,Glenwood,1,0,GT,2006,Oil
2514,Glenwood,1,0,GT,2006,Oil
2514,Glenwood,1,0,ST,2006,Natural Gas
7869,Glenwood Landing,1,0,GT,2006,Natural Gas
7869,Glenwood Landing,1,0,GT,2006,Natural Gas
2516,Northport,1,0,GT,2006,Oil
2516,Northport,1,0,ST,2006,Natural Gas
2517,Port Jefferson,1,0,GT,2006,Oil
2517,Port Jefferson,1,0,GT,2006,Oil
2517,Port Jefferson,1,0,ST,2006,Natural Gas
2518,Shoreham,1,0,GT,2006,Oil
2518,Shoreham,1,0,GT,2006,Oil
7146,Wading River,1,0,GT,2006,Oil
55787,Shoreham Energy LLC,1,0,GT,2006,Oil
2519,South Hampton,1,0,GT,2006,Oil
2520,Southold,1,1,GT,2006,Oil
2681,Greenport,1,1,IC,2006,
55969,Hawkeye Energy Greenport LLC,1,1,GT,2006,Oil
2526,GMMM Westover,1,0,ST,2006,Coal
2528,Harris Lake,1,1,IC,2006,Oil
2535,Cayuga Operating Company,1,0,ST,2006,Coal
2539,Bethlehem Energy Center,1,0,CC,2006,Natural Gas
2539,Bethlehem Energy Center,1,0,ST,2006,
2549,C R Huntley Generating Station,1,0,ST,2006,Coal
50451,Indeck Yerkes Energy Center,1,0,CC,2006,Natural Gas
50451,Indeck Yerkes Energy Center,1,0,CC,2006,Natural Gas
2554,Dunkirk Generating Plant,1,1,ST,2006,Coal
2594,Oswego Harbor Power,1,1,ST,2006,Oil
2625,Bowline Point,1,1,GT,2006,
2625,Bowline Point,1,1,ST,2006,Natural Gas
2628,Hillburn,1,0,GT,2006,Natural Gas
2629,Lovett,1,0,ST,2006,Coal
2632,Shoemaker,1,0,GT,2006,Natural Gas
2640,Rochester 3,1,1,GT,2006,Oil
2642,Rochester 7,1,1,ST,2006,Coal
2644,Rochester 9,1,1,GT,2006,Natural Gas
2678,Plant No 1 Freeport,1,0,IC,2006,Oil
2679,Plant No 2 Freeport,1,1,GT,2006,Natural Gas
2679,Plant No 2 Freeport,1,1,GT,2006,Natural Gas
2679,Plant No 2 Freeport,1,1,IC,2006,
56032,Equus Freeport Power,1,1,GT,2006,Natural Gas
2682,S A Carlson,1,1,CC,2006,
2682,S A Carlson,1,1,CC,2006,
2682,S A Carlson,1,1,GT,2006,Natural Gas
2682,S A Carlson,1,1,ST,2006,Coal
2682,S A Carlson,1,1,ST,2006,Coal
2695,Charles P Keller,1,0,IC,2006,Natural Gas
2706,Asheville,0,1,GT,2006,Natural Gas
2706,Asheville,0,1,ST,2006,Coal
2707,Blewett,0,1,GT,2006,Oil
56249,Anson County Generation Facility,0,1,GT,2006,
2708,Cape Fear,0,0,CC,2006,Oil
2708,Cape Fear,0,0,ST,2006,Coal
2709,HF Lee Plant,0,0,GT,2006,Oil
2709,HF Lee Plant,0,0,GT,2006,Oil
2709,HF Lee Plant,0,0,ST,2006,Coal
7538,Wayne County,0,0,GT,2006,Natural Gas
58215,Lee Combined Cycle Plant,0,0,CC,2006,
2711,Morehead,0,1,GT,2006,Oil
2712,Roxboro,0,0,GT,2006,
2712,Roxboro,0,0,ST,2006,Coal
2716,W H Weatherspoon,0,1,GT,2006,Oil
2716,W H Weatherspoon,0,1,ST,2006,Coal
2720,Buck,0,1,CC,2006,
2720,Buck,0,1,GT,2006,Natural Gas
2720,Buck,0,1,ST,2006,Coal
2721,James E. Rogers Energy Complex,0,0,ST,2006,Coal
2723,Dan River,0,1,CC,2006,
2723,Dan River,0,1,GT,2006,Natural Gas
2723,Dan River,0,1,ST,2006,Coal
58050,Miller Coors Eden LLC,0,1,ST,2006,
2727,Marshall (NC),0,0,ST,2006,Coal
2757,Kitty Hawk,0,0,GT,2006,Oil
2783,Buxton,0,0,IC,2006,Oil
2790,R M Heskett,0,0,GT,2006,
2790,R M Heskett,0,0,ST,2006,Coal
52133,Tesoro Mandan Cogeneration Plant,0,0,ST,2006,Natural Gas
2791,Williston,0,0,GT,2006,
2801,Jamestown,0,0,GT,2006,Oil
2811,Grafton,0,1,IC,2006,
2817,Leland Olds,0,0,ST,2006,Coal
2824,Stanton,0,0,IC,2006,
2824,Stanton,0,0,ST,2006,Coal
6469,Antelope Valley,0,0,ST,2006,Coal
8222,Coyote,0,0,ST,2006,Coal
2821,Grand Forks,0,0,IC,2006,Oil
2822,Harwood,0,0,IC,2006,Oil
2823,Milton R Young,0,0,ST,2006,Coal
2828,Cardinal,0,1,ST,2006,Coal
2831,Dicks Creek,0,1,GT,2006,Natural Gas
2831,Dicks Creek,0,1,GT,2006,Natural Gas
2832,Miami Fort,0,0,GT,2006,Oil
2832,Miami Fort,0,0,ST,2006,Coal
2835,FirstEnergy Ashtabula,0,1,ST,2006,Coal
55990,Ashtabula,0,1,CC,2006,Natural Gas
55990,Ashtabula,0,1,GT,2006,
2836,Avon Lake,0,0,GT,2006,Oil
2836,Avon Lake,0,0,ST,2006,Coal
2837,FirstEnergy Eastlake,0,0,GT,2006,
2837,FirstEnergy Eastlake,0,0,ST,2006,Coal
2838,FirstEnergy Lake Shore,0,1,IC,2006,Oil
2838,FirstEnergy Lake Shore,0,1,ST,2006,Coal
2908,Lake Road (OH),0,1,ST,2006,
7774,Cleveland Peaking,0,1,IC,2006,Oil
2840,Conesville,0,1,ST,2006,Coal
2847,Frank M Tait,0,1,GT,2006,Natural Gas
2847,Frank M Tait,0,1,IC,2006,Oil
55248,Tait Electric Generating Station,0,1,GT,2006,Natural Gas
2848,O H Hutchings,0,0,GT,2006,Natural Gas
2848,O H Hutchings,0,0,ST,2006,Coal
2850,J M Stuart,0,1,IC,2006,Oil
2850,J M Stuart,0,1,ST,2006,Coal
6031,Killen Station,0,1,GT,2006,Oil
6031,Killen Station,0,1,GT,2006,Oil
6031,Killen Station,0,1,ST,2006,Coal
2851,Monument,0,1,IC,2006,Oil
2852,Sidney (OH),0,0,IC,2006,Oil
2854,Yankee Street,0,0,GT,2006,Natural Gas
2857,FirstEnergy Edgewater,0,1,GT,2006,Oil
2857,FirstEnergy Edgewater,0,1,ST,2006,
2860,FirstEnergy Mad River,0,1,GT,2006,Oil
2861,Niles Power Plant,0,0,GT,2006,Oil
2861,Niles Power Plant,0,0,ST,2006,Coal
2864,FirstEnergy R E Burger,0,0,IC,2006,Oil
2864,FirstEnergy R E Burger,0,0,ST,2006,Coal
2866,FirstEnergy W H Sammis,0,0,IC,2006,Oil
2866,FirstEnergy W H Sammis,0,0,ST,2006,Coal
2867,FirstEnergy Toronto,0,0,ST,2006,
2872,Muskingum River,0,1,ST,2006,Coal
2876,Kyger Creek,0,0,ST,2006,Coal
8102,General James M Gavin,0,0,ST,2006,Coal
2877,FirstEnergy Acme,0,1,ST,2006,
2880,Richland,0,0,GT,2006,Natural Gas
2880,Richland,0,0,GT,2006,Natural Gas
2881,Stryker,0,0,GT,2006,Oil
2902,Arcanum,0,0,IC,2006,Oil
7781,Arcanum Peaking,0,0,IC,2006,Oil
2903,Bryan (OH),0,1,GT,2006,
2903,Bryan (OH),0,1,IC,2006,
7779,Bryan Peaking,0,1,IC,2006,Oil
2906,Collinwood,0,1,GT,2006,Natural Gas
58439,Collinwood BioEnergy Facility,0,1,IC,2006,
2909,West 41st Street,0,1,GT,2006,Natural Gas
2914,Dover,0,0,GT,2006,
2914,Dover,0,0,IC,2006,Oil
2914,Dover,0,0,ST,2006,Coal
2917,Hamilton (OH),0,1,GT,2006,
2917,Hamilton (OH),0,1,ST,2006,Coal
2917,Hamilton (OH),0,1,ST,2006,Coal
2921,Lebanon,0,0,GT,2006,
2921,Lebanon,0,0,IC,2006,
2933,Oberlin (OH),0,1,IC,2006,Natural Gas
2935,Orrville,0,1,ST,2006,Coal
2935,Orrville,0,1,ST,2006,Coal
2937,Piqua Power Plant,0,1,GT,2006,
2937,Piqua Power Plant,0,1,ST,2006,
2942,St Marys,0,0,GT,2006,Oil
2942,St Marys,0,0,ST,2006,Coal
2943,Shelby Municipal Light Plant,0,0,IC,2006,
2943,Shelby Municipal Light Plant,0,0,ST,2006,Coal
7827,Shelby North,0,0,IC,2006,Oil
2945,Anadarko,0,1,IC,2006,
2950,Enid,0,0,GT,2006,
2951,Horseshoe Lake,0,0,CC,2006,Natural Gas
2951,Horseshoe Lake,0,0,GT,2006,
2951,Horseshoe Lake,0,0,ST,2006,Natural Gas
2953,Mustang,0,0,GT,2006,Natural Gas
2953,Mustang,0,0,ST,2006,Natural Gas
2956,Seminole (OK),0,1,GT,2006,Natural Gas
2956,Seminole (OK),0,1,ST,2006,Natural Gas
2958,Woodward,0,0,GT,2006,Natural Gas
2963,Northeastern,0,0,CC,2006,
2963,Northeastern,0,0,IC,2006,
2963,Northeastern,0,0,ST,2006,Coal
2964,Southwestern,0,0,GT,2006,
2964,Southwestern,0,0,IC,2006,Oil
2964,Southwestern,0,0,ST,2006,Natural Gas
2965,Tulsa,0,1,IC,2006,
2965,Tulsa,0,1,ST,2006,Natural Gas
2966,Weleetka,0,1,GT,2006,Natural Gas
2966,Weleetka,0,1,IC,2006,
2975,Cushing,0,1,IC,2006,Natural Gas
2986,Kingfisher,0,0,IC,2006,Natural Gas
2991,Mangum,0,0,IC,2006,Natural Gas
3008,Mooreland,0,0,ST,2006,Natural Gas
3096,Brunot Island,0,0,CC,2006,Natural Gas
3096,Brunot Island,0,0,GT,2006,Oil
3098,Elrama Power Plant,0,0,ST,2006,Coal
3181,FirstEnergy Mitchell Power Station,0,0,ST,2006,Coal
3099,F R Phillips,0,1,ST,2006,
3110,Hunterstown,0,0,GT,2006,Oil
55976,Hunterstown Power Plant,0,0,CC,2006,Natural Gas
3111,Mountain,0,0,GT,2006,Oil
58051,"PPG Industries, Inc. Works 6",0,0,IC,2006,
3112,Orrtanna,0,0,GT,2006,Oil
3113,Portland (PA),0,0,GT,2006,Natural Gas
3113,Portland (PA),0,0,GT,2006,Natural Gas
3113,Portland (PA),0,0,ST,2006,Coal
3115,Titus,0,0,GT,2006,
3115,Titus,0,0,ST,2006,Coal
3118,Conemaugh,0,1,IC,2006,Oil
3118,Conemaugh,0,1,ST,2006,Coal
3120,Blossburg,0,0,GT,2006,Natural Gas
3122,Homer City Generating Station,0,1,ST,2006,Coal
3130,Seward (PA),0,0,ST,2006,Coal
3131,Shawville,0,1,IC,2006,
3131,Shawville,0,1,ST,2006,Coal
3132,Warren,0,1,GT,2006,
3132,Warren,0,1,ST,2006,
3134,Wayne,0,1,GT,2006,
3136,Keystone,0,0,IC,2006,Oil
3136,Keystone,0,0,ST,2006,Coal
55347,Armstrong,0,0,GT,2006,Natural Gas
3138,New Castle Plant,0,1,IC,2006,Oil
3138,New Castle Plant,0,1,ST,2006,Coal
3139,TalenEnergy Martin Creek LLC Allentown,0,1,GT,2006,Oil
3140,Brunner Island,0,0,IC,2006,Oil
3140,Brunner Island,0,0,ST,2006,Coal
3142,TalenEnergy Martins Creek LLC Fishbach,0,1,GT,2006,Oil
3143,TalenEnergy Martins Creek LLC Harrisburg,0,1,GT,2006,Oil
3144,TalenEnergy Martins Creek LLC Harwood,0,1,GT,2006,Oil
10870,Hazelton,0,1,GT,2006,Natural Gas
3146,TalenEnergy Martins Creek LLC Jenkins,0,0,GT,2006,Oil
3147,TalenEnergy Martins Creek LLC Lock Haven,0,0,GT,2006,Oil
3148,TalenEnergy Martins Creek,0,0,GT,2006,
3148,TalenEnergy Martins Creek,0,0,IC,2006,
3148,TalenEnergy Martins Creek,0,0,ST,2006,Coal
55667,Lower Mount Bethel Energy,0,0,CC,2006,Natural Gas
3149,TalenEnergy Montour,0,0,ST,2006,Coal
3149,TalenEnergy Montour,0,0,ST,2006,Coal
3152,Sunbury Generation LP,0,0,GT,2006,Oil
3152,Sunbury Generation LP,0,0,IC,2006,Oil
3152,Sunbury Generation LP,0,0,ST,2006,Coal
3154,TalenEnergy Martins Creek LLC West Shore,0,0,GT,2006,Oil
3155,TalenEnergy Martins Creek LLC Williamsport,0,1,GT,2006,Oil
3157,Chester Generating Station,0,1,GT,2006,Oil
10746,Covanta Delaware Valley,0,1,ST,2006,Natural Gas
50410,Chester Operations,0,1,ST,2006,Coal
3160,Delaware Generating Station,0,0,GT,2006,Oil
3160,Delaware Generating Station,0,0,IC,2006,
3160,Delaware Generating Station,0,0,ST,2006,
3161,Eddystone Generating Station,0,1,GT,2006,Oil
3161,Eddystone Generating Station,0,1,ST,2006,Coal
55231,Liberty Electric Power Plant,0,1,CC,2006,Natural Gas
3162,Falls,0,0,GT,2006,Oil
3163,Moser Generating Station,0,1,GT,2006,Oil
3168,Richmond Generating Station,0,0,GT,2006,Oil
58326,PWD Northeast WPCP Biogas Cogen Plant,0,0,IC,2006,
3176,Hunlock Power Station,0,0,CC,2006,
3176,Hunlock Power Station,0,0,GT,2006,
3176,Hunlock Power Station,0,0,ST,2006,Coal
56397,Hunlock Unit 4,0,0,GT,2006,Natural Gas
3178,FirstEnergy Armstrong Power Station,0,1,ST,2006,Coal
3179,Hatfields Ferry Power Station,0,1,ST,2006,Coal
3182,FirstEnergy Springdale Power Station,0,0,ST,2006,
8226,Cheswick Power Plant,0,0,ST,2006,Coal
3236,Manchester Street,1,1,CC,2006,Natural Gas
3236,Manchester Street,1,1,GT,2006,
52024,Rhode Island Hospital,1,1,ST,2006,Natural Gas
3250,Darlington County,0,1,GT,2006,Natural Gas
3251,H B Robinson,0,1,GT,2006,Natural Gas
3251,H B Robinson,0,1,ST,2006,Coal
3254,Buzzard Roost,0,0,GT,2006,
3277,Burton,0,1,GT,2006,Natural Gas
3280,Canadys Steam,0,1,ST,2006,Coal
3281,Coit GT,0,1,GT,2006,Natural Gas
3284,Faber Place,0,0,GT,2006,Natural Gas
3285,Hagood,0,1,GT,2006,Natural Gas
3287,McMeekin,0,0,ST,2006,Coal
3291,Parr GT,0,0,GT,2006,Natural Gas
3295,Urquhart,0,1,CC,2006,Natural Gas
3295,Urquhart,0,1,GT,2006,Natural Gas
3295,Urquhart,0,1,GT,2006,Natural Gas
3295,Urquhart,0,1,ST,2006,Coal
3297,Wateree,0,0,ST,2006,Coal
52151,International Paper Eastover Facility,0,0,ST,2006,Biomass
3305,Rocky River (SC),0,0,IC,2006,Oil
3317,Dolphus M Grainger,0,1,ST,2006,Coal
3318,Hilton Head,0,1,GT,2006,Oil
3325,Ben French,0,1,GT,2006,Natural Gas
3325,Ben French,0,1,IC,2006,
3325,Ben French,0,1,ST,2006,Coal
55478,Lange Gas Turbines,0,1,GT,2006,Natural Gas
3334,Pathfinder,0,0,ST,2006,
7237,Angus Anson,0,0,GT,2006,Natural Gas
3338,Aberdeen CT,0,0,GT,2006,Oil
3341,Clark (SD),0,0,IC,2006,Oil
3342,Faulkton,0,1,IC,2006,Oil
3343,Highmore,0,0,IC,2006,Oil
3344,Huron,0,1,GT,2006,Natural Gas
3344,Huron,0,1,GT,2006,Natural Gas
3346,Mobile Unit,0,0,IC,2006,Oil
3347,Redfield,0,0,IC,2006,Natural Gas
3348,Webster IC,0,1,IC,2006,
3352,Lake Preston,0,0,GT,2006,Oil
3393,Allen Steam Plant,0,0,GT,2006,Natural Gas
3393,Allen Steam Plant,0,0,GT,2006,Natural Gas
3393,Allen Steam Plant,0,0,ST,2006,Coal
3399,Cumberland (TN),0,0,ST,2006,Coal
3403,Gallatin (TN),0,0,GT,2006,Natural Gas
3403,Gallatin (TN),0,0,ST,2006,Coal
3405,John Sevier,0,1,CC,2006,
3405,John Sevier,0,1,ST,2006,Coal
3406,Johnsonville,0,0,GT,2006,Natural Gas
3406,Johnsonville,0,0,ST,2006,Coal
3407,Kingston,0,0,ST,2006,Coal
3419,Watts Bar Fossil,0,0,ST,2006,
3436,E S Joslin,0,0,ST,2006,
10554,Formosa Utility Venture Ltd,0,0,CC,2006,Natural Gas
10554,Formosa Utility Venture Ltd,0,0,GT,2006,
52069,Point Comfort Operations,0,0,ST,2006,Natural Gas
56708,CFB Power Plant,0,0,ST,2006,
3438,J L Bates,0,1,ST,2006,
55098,Frontera Energy Center,0,1,CC,2006,Natural Gas
3439,Laredo,0,1,GT,2006,
3439,Laredo,0,1,ST,2006,Natural Gas
3440,Lon C Hill,0,0,ST,2006,
3441,Nueces Bay,0,1,CC,2006,
3441,Nueces Bay,0,1,ST,2006,
50026,Corpus Refinery,0,1,GT,2006,Natural Gas
50026,Corpus Refinery,0,1,GT,2006,Natural Gas
50121,Valero Refinery Corpus Christi West,0,1,ST,2006,Natural Gas
50121,Valero Refinery Corpus Christi West,0,1,ST,2006,Natural Gas
55206,Corpus Christi Energy Center,0,1,CC,2006,Natural Gas
3443,Victoria,0,1,CC,2006,
3443,Victoria,0,1,ST,2006,
3452,Lake Hubbard,0,0,ST,2006,Natural Gas
3456,Newman,0,0,CC,2006,Natural Gas
3456,Newman,0,0,GT,2006,
3456,Newman,0,0,ST,2006,Natural Gas
3471,Webster,0,1,GT,2006,
3471,Webster,0,1,ST,2006,
3477,Lone Star,0,1,ST,2006,Natural Gas
3478,Wilkes,0,1,ST,2006,Natural Gas
3484,Nichols,0,0,ST,2006,Natural Gas
6193,Harrington,0,0,ST,2006,Coal
3485,Plant X,0,0,ST,2006,Natural Gas
3487,Riverview,0,0,GT,2006,Natural Gas
10072,Engineered Carbons Borger Cogen,0,0,ST,2006,Natural Gas
50067,Borger Plant,0,0,ST,2006,Natural Gas
55064,Black Hawk Station,0,0,GT,2006,Natural Gas
3491,Handley,0,1,ST,2006,Natural Gas
3492,Morgan Creek,0,0,GT,2006,Natural Gas
3492,Morgan Creek,0,0,ST,2006,Natural Gas
3492,Morgan Creek,0,0,ST,2006,Natural Gas
3493,North Main,0,1,ST,2006,
3494,Permian Basin,0,0,GT,2006,Natural Gas
3494,Permian Basin,0,0,ST,2006,Natural Gas
3502,Lake Creek,0,0,IC,2006,
3502,Lake Creek,0,0,ST,2006,Natural Gas
56611,Sandy Creek Energy Station,0,0,ST,2006,
3503,River Crest,0,1,ST,2006,
3504,Stryker Creek,0,1,IC,2006,
3504,Stryker Creek,0,1,ST,2006,Natural Gas
3506,Tradinghouse,0,0,ST,2006,Natural Gas
3507,Trinidad (TX),0,1,IC,2006,
3507,Trinidad (TX),0,1,ST,2006,Natural Gas
3508,Valley (TX),0,0,ST,2006,Natural Gas
3549,Holly Street,0,1,ST,2006,Natural Gas
3559,Silas Ray,0,1,CC,2006,Natural Gas
3559,Silas Ray,0,1,GT,2006,Natural Gas
3559,Silas Ray,0,1,IC,2006,Oil
3559,Silas Ray,0,1,ST,2006,
3559,Silas Ray,0,1,ST,2006,
3561,Bryan (TX),0,1,GT,2006,Natural Gas
3561,Bryan (TX),0,1,ST,2006,Natural Gas
3561,Bryan (TX),0,1,ST,2006,Natural Gas
3574,C E Newman,0,1,ST,2006,Natural Gas
3574,C E Newman,0,1,ST,2006,Natural Gas
3602,Ty Cooke,0,1,GT,2006,Natural Gas
3602,Ty Cooke,0,1,ST,2006,Natural Gas
3609,Leon Creek,0,1,GT,2006,Natural Gas
3609,Leon Creek,0,1,ST,2006,
3610,Mission Road,0,0,ST,2006,
3611,O W Sommers,0,0,ST,2006,Natural Gas
6181,J T Deely,0,0,ST,2006,Coal
7097,J K Spruce,0,0,ST,2006,Coal
3612,V H Braunig,0,1,GT,2006,
3612,V H Braunig,0,1,ST,2006,Natural Gas
7512,Arthur Von Rosenberg,0,1,CC,2006,Natural Gas
3613,W B Tuttle,0,1,ST,2006,Natural Gas
3624,Weatherford,0,1,IC,2006,Natural Gas
3628,R W Miller,0,0,GT,2006,Natural Gas
3628,R W Miller,0,0,ST,2006,Natural Gas
3631,Sam Rayburn,0,0,CC,2006,Natural Gas
3631,Sam Rayburn,0,0,GT,2006,Natural Gas
3631,Sam Rayburn,0,0,IC,2006,Oil
3631,Sam Rayburn,0,0,ST,2006,Natural Gas
3631,Sam Rayburn,0,0,ST,2006,Natural Gas
3644,Carbon,0,1,ST,2006,Coal
50951,Sunnyside Cogen Associates,0,1,ST,2006,Coal
3648,Gadsby,0,1,GT,2006,Natural Gas
3648,Gadsby,0,1,ST,2006,Natural Gas
3665,Bountiful City,0,1,GT,2006,Natural Gas
3665,Bountiful City,0,1,IC,2006,Natural Gas
3675,Hydro III,0,1,IC,2006,
3686,Provo,0,1,IC,2006,Natural Gas
3686,Provo,0,1,ST,2006,
3708,Ascutney,1,0,GT,2006,Oil
3723,Rutland,1,0,GT,2006,Oil
3730,Newport Diesels,1,0,IC,2006,
3734,Berlin 5,1,0,GT,2006,Oil
3737,Essex Junction 19,1,0,IC,2006,Oil
3753,West Charleston,1,0,IC,2006,Oil
3754,Burlington GT,1,0,GT,2006,Oil
3775,Clinch River,0,1,ST,2006,Coal
3776,Glen Lyn,0,1,ST,2006,Coal
52089,Celanese Acetate LLC,0,1,IC,2006,
52089,Celanese Acetate LLC,0,1,ST,2006,Coal
3785,Tasley,0,1,GT,2006,Oil
60235,Perdue Diesel Generation Facility,0,1,IC,2006,
60236,Onancock Diesel Generation Facility,0,1,IC,2006,
3796,Bremo Bluff,0,1,ST,2006,Coal
3797,Chesterfield,0,0,CC,2006,Natural Gas
3797,Chesterfield,0,0,ST,2006,Coal
50275,Park 500 Philip Morris USA,0,0,ST,2006,Coal
3799,Low Moor,0,1,GT,2006,Oil
3800,Northern Neck,0,1,GT,2006,Oil
3803,Chesapeake,0,0,GT,2006,Oil
3803,Chesapeake,0,0,ST,2006,Coal
3804,Possum Point,0,0,CC,2006,Natural Gas
3804,Possum Point,0,0,GT,2006,
3804,Possum Point,0,0,ST,2006,Oil
3809,Yorktown,0,0,ST,2006,Coal
3845,Transalta Centralia Generation,0,0,CC,2006,Natural Gas
3845,Transalta Centralia Generation,0,0,ST,2006,Coal
3853,Crystal Mountain,0,0,IC,2006,
3920,Steam plant,0,1,ST,2006,
57099,WestRock (WA),0,1,ST,2006,
3935,John E Amos,0,0,ST,2006,Coal
3936,Kanawha River,0,1,ST,2006,Coal
3938,Philip Sporn,0,0,ST,2006,Coal
6264,Mountaineer,0,0,ST,2006,Coal
3942,FirstEnergy Albright,0,1,ST,2006,Coal
3943,FirstEnergy Fort Martin Power Station,0,0,ST,2006,Coal
56671,Longview Power Plant,0,0,ST,2006,
3944,FirstEnergy Harrison Power Station,0,1,ST,2006,Coal
3945,FirstEnergy Rivesville,0,0,ST,2006,Coal
10151,Grant Town Power Plant,0,0,ST,2006,Coal
3946,FirstEnergy Willow Island,0,0,ST,2006,Coal
6004,FirstEnergy Pleasants Power Station,0,0,ST,2006,Coal
55349,Pleasants Energy LLC,0,0,GT,2006,Natural Gas
3947,Kammer,0,0,ST,2006,Coal
3948,Mitchell (WV),0,0,ST,2006,Coal
50491,PPG Natrium Plant,0,0,ST,2006,Coal
50491,PPG Natrium Plant,0,0,ST,2006,Coal
3954,Mt Storm,0,0,GT,2006,Oil
3954,Mt Storm,0,0,ST,2006,Coal
7537,North Branch (WV),0,0,ST,2006,Coal
3982,Bay Front,0,0,ST,2006,Coal
3982,Bay Front,0,0,ST,2006,Coal
3984,Northern States Flambeau,0,1,GT,2006,Natural Gas
50620,Flambeau River Papers,0,1,ST,2006,Biomass
3991,Fitchburg,0,0,GT,2006,Natural Gas
3993,Sycamore (WI),0,1,GT,2006,Natural Gas
3996,Grimh,0,1,IC,2006,
4005,French Island,0,0,GT,2006,Oil
4005,French Island,0,0,ST,2006,Biomass
4014,Wheaton,0,0,GT,2006,Oil
7863,Elk Mound,0,0,GT,2006,Natural Gas
4019,Danbury Dam,0,1,GT,2006,
4019,Danbury Dam,0,1,IC,2006,
55998,Danbury Diesel,0,1,GT,2006,
55998,Danbury Diesel,0,1,IC,2006,
4020,Frederic Diesel,0,1,IC,2006,
4021,Grantsburg Diesel,0,1,IC,2006,Oil
4040,Port Washington Generating Station,0,0,CC,2006,Natural Gas
4040,Port Washington Generating Station,0,0,GT,2006,
4040,Port Washington Generating Station,0,0,ST,2006,
4042,Valley (WI),0,1,IC,2006,Oil
4042,Valley (WI),0,1,ST,2006,Coal
59931,FCPC Renewable Generation,0,1,IC,2006,
4046,Point Beach Nuclear Plant,0,0,GT,2006,Oil
4048,Blackhawk,0,1,ST,2006,Natural Gas
4050,Edgewater,0,0,ST,2006,Coal
4054,Nelson Dewey Generating Station,0,0,ST,2006,Coal
4146,E J Stoneman Station,0,0,ST,2006,Coal
4146,E J Stoneman Station,0,0,ST,2006,Coal
4057,Rock River,0,0,GT,2006,Natural Gas
4057,Rock River,0,0,GT,2006,Natural Gas
4057,Rock River,0,0,ST,2006,Natural Gas
55641,Riverside Energy Center,0,0,CC,2006,Natural Gas
4059,Sheepskin,0,0,GT,2006,Natural Gas
4072,Pulliam,0,1,GT,2006,Natural Gas
4072,Pulliam,0,1,ST,2006,Coal
4076,West Marinette,0,1,GT,2006,Natural Gas
7799,West Marinette 34,0,1,GT,2006,Natural Gas
4100,Arcadia Electric,0,0,IC,2006,Oil
4102,Barron,0,1,IC,2006,Oil
4107,Cashton,0,0,IC,2006,Natural Gas
4112,Cumberland (WI),0,1,IC,2006,Natural Gas
4113,Elroy,0,1,IC,2006,Oil
4114,Fennimore,0,1,IC,2006,Oil
4118,Kaukauna Gas Turbine,0,0,GT,2006,Natural Gas
55836,Island Street Peaking Plant,0,0,GT,2006,Natural Gas
56031,Fox Energy Center,0,0,CC,2006,Natural Gas
4124,La Farge,0,0,IC,2006,Oil
4125,Manitowoc,0,1,IC,2006,Natural Gas
4125,Manitowoc,0,1,ST,2006,Oil
4125,Manitowoc,0,1,ST,2006,Oil
4127,Menasha,0,1,IC,2006,
4127,Menasha,0,1,ST,2006,Coal
4130,New Lisbon,0,1,IC,2006,Oil
4139,Viola,0,1,IC,2006,Oil
4140,Alma,0,0,ST,2006,Coal
4140,Alma,0,0,ST,2006,Coal
4271,John P Madgett,0,0,ST,2006,Coal
4143,Genoa,0,0,ST,2006,Coal
4148,Washington Island,0,0,IC,2006,Oil
4150,Neil Simpson,0,1,ST,2006,Coal
6101,Wyodak,0,1,ST,2006,Coal
56319,Wygen 2,0,1,ST,2006,
56596,Wygen III,0,1,ST,2006,
4151,Osage (WY),0,1,ST,2006,Coal
4158,Dave Johnston,0,0,ST,2006,Coal
4162,Naughton,0,0,ST,2006,Coal
56312,Shute Creek Facility,0,0,GT,2006,Natural Gas
4195,Powerlane Plant,0,0,IC,2006,
4195,Powerlane Plant,0,0,ST,2006,Natural Gas
4195,Powerlane Plant,0,0,ST,2006,Natural Gas
4251,Logan City,0,1,GT,2006,Natural Gas
4251,Logan City,0,1,IC,2006,
4256,Walnut,0,1,GT,2006,Natural Gas
56078,Walnut Energy Center,0,1,CC,2006,Natural Gas
4257,Easton 2,1,0,GT,2006,Oil
4257,Easton 2,1,0,IC,2006,Oil
4259,Endicott Station,0,1,IC,2006,
4259,Endicott Station,0,1,ST,2006,Coal
4939,Barney M Davis,0,0,CC,2006,
4939,Barney M Davis,0,0,ST,2006,Natural Gas
4940,Riverside (OK),0,0,GT,2006,
4940,Riverside (OK),0,0,IC,2006,Oil
4940,Riverside (OK),0,0,ST,2006,Natural Gas
55146,Green Country Energy LLC,0,0,CC,2006,Natural Gas
4941,Navajo,0,1,ST,2006,Coal
5083,Cumberland (NJ),1,1,GT,2006,Oil
6002,James H Miller Jr,0,0,ST,2006,Coal
6009,White Bluff,0,0,ST,2006,Coal
6016,Duck Creek,0,1,ST,2006,Coal
6017,Newton,0,0,ST,2006,Coal
6018,East Bend,0,0,ST,2006,Coal
6021,Craig (CO),0,0,ST,2006,Coal
6025,Collins,0,0,ST,2006,
