ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
7836,Marsh Run Generation Facility,GT,>=25,Natural Gas,0,1,2004,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7838,Remington,GT,>=25,Natural Gas,0,1,2000,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7839,Ladysmith,GT,>=25,Natural Gas,0,0,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7842,Freedom Power Project,GT,>=25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7843,Pleasant Valley (MN),GT,>=25,Natural Gas,0,0,2001,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7845,Lagoon Creek,CC,>=25,Natural Gas,0,1,2001,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7845,Lagoon Creek,GT,>=25,Natural Gas,0,1,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7846,Brandy Branch,CC,>=25,Natural Gas,0,0,2001,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7846,Brandy Branch,GT,>=25,Natural Gas,0,0,2001,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
57123,Trail Ridge Landfill Gas Recovery,IC,<25,-,0,0,2008,,,,,,,,,,,,,,,,,,,,,,
7847,Coon Rapids II,IC,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7848,Holden,GT,>=25,Natural Gas,0,0,2002,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7849,Knoxville Industrial,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,Oil,,,,,,,,,,Oil,Oil,
7850,Shenandoah,IC,<25,Oil,0,1,2000,,,,,,Oil,,,Oil,Oil,,,,,,,,,,Oil,Oil,
7851,Waterloo Lundquist,IC,<25,Oil,0,1,2000,,,,,,Oil,,,Oil,Oil,,,,,,,,,,,Oil,
7854,Avenue A Generator Sets,GT,<25,Oil,0,1,2000,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,
7854,Avenue A Generator Sets,IC,<25,Oil,0,1,2000,,,,,,,,,,,,,,,,,,,,Oil,Oil,
7857,Gilliam South,IC,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,
7865,Earlville,IC,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7870,Encogen,CC,>=25,Natural Gas,0,1,1993,,,,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7872,Robert P Mone Plant,GT,>=25,Natural Gas,0,0,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7874,Edgerton,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7878,Wellington,IC,<25,Oil,0,0,1998,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7883,Powell Valley,IC,<25,Oil,0,1,2000,,,,,,,,,Oil,,,Oil,Oil,Oil,,,,,Oil,Oil,Oil,
7884,Dakota Magic,IC,<25,Oil,0,0,2000,,,,,,,,,,,,,,Oil,Oil,Oil,,Oil,,,,
7887,Terry Bundy Generating Station,CC,>=25,Natural Gas,0,0,1998,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7887,Terry Bundy Generating Station,GT,>=25,Natural Gas,0,0,1998,,,,,,,,,,Natural Gas,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas
7887,Terry Bundy Generating Station,IC,<25,Oil,0,0,1998,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil
7891,Gillum,IC,<25,Oil,0,1,2000,,,,,,,,,Oil,Oil,Oil,Oil,,,,,,,,,,
7897,E B Harris Electric Generating Plant,CC,>=25,Natural Gas,0,0,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
52140,International Paper Prattville Mill,ST,>=25,Biomass,0,0,1967,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
7898,New Knoxville,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
10739,Hoge Lumber,ST,<25,Biomass,0,0,1972,,,,,,,,,Biomass,Biomass,Biomass,Biomass,,Biomass,,,,Biomass,Biomass,Biomass,Biomass,
7902,Pirkey,ST,>=25,Coal,0,1,1985,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
55176,Eastman Cogeneration Facility,CC,>=25,Natural Gas,0,1,2001,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55664,Harrison County Power Project,CC,>=25,Natural Gas,0,1,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7915,North 1st,GT,>=25,Natural Gas,1,0,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7916,Talbot County Energy,GT,>=25,Natural Gas,0,1,2002,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7918,Galion,GT,<25,Natural Gas,0,1,2001,,,,,,,,,,Natural Gas,,,,,,,,,,,,
7918,Galion,IC,<25,Oil,0,1,2001,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7919,Seville,IC,<25,Oil,0,0,2001,,,,,,,,,,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7924,Albertville,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,,,Oil,Oil,,,,,,,,,
7929,West Gardner,GT,>=25,Natural Gas,0,0,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7934,Industrial Park,GT,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,
7934,Industrial Park,IC,<25,Oil,0,0,2001,,,,,,,,,,,,,,,,,,,,Oil,Oil,
7935,Trenton South,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7940,Ponton Diesel Generating Facility,IC,<25,Oil,0,0,2002,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
56681,Amelia,IC,<25,Oil,0,0,2001,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7941,Nottoway Diesel Generating Facility,IC,<25,Oil,0,1,2002,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7954,Field Street,GT,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,,,,,,Oil,Oil,,Oil,Oil,Oil,
7955,Elk City Station,IC,<25,-,0,0,2002,,,,,,,,,,,,,,,,,,,,,,
7958,Horry Land Fill Gas Site,IC,<25,-,0,0,2001,,,,,,,,,,,,,,,,,,,,,,
7960,Kemper County,GT,>=25,Natural Gas,0,1,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7963,South West Landfill,IC,<25,-,0,0,2003,,,,,,,,,,,,,,,,,,,,,,
7964,Peno Creek,GT,>=25,Natural Gas,0,1,2002,,,,,,,,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7967,Lordsburg Generating,GT,>=25,Natural Gas,0,0,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7975,Pyramid,GT,>=25,Natural Gas,0,0,2003,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7973,Sharpe,IC,<25,Oil,0,0,2002,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,
7977,Granite Falls 2,IC,<25,Oil,0,0,2003,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,,
7982,South Generation,IC,<25,Oil,0,1,2003,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7984,Kalkaska CT #1,GT,>=25,Natural Gas,0,1,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7990,Altamont,IC,<25,Oil,0,0,2002,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7991,West Campus Cogeneration Facility,CC,>=25,Natural Gas,0,1,2005,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7994,Randolph Road,IC,<25,Oil,0,1,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,,,,,,,,,
7995,Airport Industrial,IC,<25,Oil,0,1,2002,,,,,,,,,Oil,Oil,Oil,Oil,,,,,,,,,,
56998,Pueblo Airport Generating Station,CC,<25,Natural Gas,0,1,2012,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56998,Pueblo Airport Generating Station,CC,>=25,Natural Gas,0,1,2012,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56998,Pueblo Airport Generating Station,GT,>=25,Natural Gas,0,1,2012,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7997,Winston,IC,<25,Oil,0,0,2001,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,,,,Oil,Oil,Oil,
7998,Tri Cities,IC,<25,-,0,1,2001,,,,,,,,,,,,,,,,,,,,,,
7999,Grays Harbor Energy Facility,CC,>=25,Natural Gas,0,0,2008,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8000,Beatrice,CC,>=25,Natural Gas,0,0,2005,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8002,Newington,ST,>=25,Natural Gas,1,0,1974,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Oil,Natural Gas
55661,Essential Power Newington LLC,CC,>=25,Natural Gas,1,0,2002,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8009,Auburn State Street,GT,<25,Natural Gas,1,1,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,
8012,Croydon CT Generating Station,GT,>=25,Oil,0,0,1974,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil
8013,Winter,IC,<25,-,0,1,2002,,,,,,,,,,,,,,,,,,,,,,
8016,Factory,GT,>=25,Oil,0,1,1973,Oil,Oil,Oil,Oil,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
8017,Gallatin #2,IC,<25,Oil,0,0,2001,,,,,,,,,Oil,,,,,,,,,,,,,
8019,Portage,GT,<25,Oil,0,0,1973,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,Oil,Oil,
8022,Boulder Park,IC,<25,Natural Gas,0,1,2002,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
8023,Columbia (WI),ST,>=25,Coal,0,0,1975,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
8025,Montgomery,GT,>=25,Oil,0,0,1974,Oil,Oil,Oil,Oil,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,,,,,,,,
8029,Sycamore (IA),GT,>=25,Natural Gas,0,0,1974,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8031,Emery Station,CC,>=25,Natural Gas,0,0,2004,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8034,Yankton,IC,<25,Oil,0,0,1963,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,Natural Gas,Oil,,Oil,,Oil,,,,
8048,Anclote,ST,>=25,Natural Gas,0,0,1974,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8049,Intercession City,GT,>=25,Natural Gas,0,0,1974,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8050,Juneau,GT,<25,Oil,0,1,2003,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
8053,Pouch,GT,>=25,Natural Gas,1,1,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
8054,Gerald Andrus,ST,>=25,Natural Gas,0,0,1975,Natural Gas,Natural Gas,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8056,Waterford 1 & 2,GT,>=25,Oil,0,0,1975,,,,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil
8056,Waterford 1 & 2,ST,>=25,Natural Gas,0,0,1975,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50152,Dow St Charles Operations,CC,<25,Natural Gas,0,0,1980,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
50152,Dow St Charles Operations,CC,>=25,Natural Gas,0,0,1980,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55089,Taft Cogeneration Facility,CC,>=25,Natural Gas,0,0,2002,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8059,Comanche (OK),CC,>=25,Natural Gas,0,0,1962,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8059,Comanche (OK),IC,<25,Oil,0,0,1962,Oil,Oil,Oil,Oil,Oil,Oil,,,,Oil,Oil,Oil,,,,,,,,,,
8066,Jim Bridger,ST,>=25,Coal,0,0,1974,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
8067,Fort Lupton,GT,>=25,Natural Gas,0,1,1972,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
8068,Santan,CC,>=25,Natural Gas,0,0,1974,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8069,Huntington,ST,>=25,Coal,0,0,1974,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
8100,Springfield (CO),IC,<25,Oil,0,1,1950,,,,,,,,,,,,,,,Oil,,,,,,,
8105,Halstad,IC,<25,Oil,0,1,1940,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
8106,Tipton,IC,<25,Oil,0,0,1955,Oil,Oil,,,,,,,Natural Gas,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Natural Gas,Oil,Oil,Oil,Oil,
8108,Hopkinton,IC,<25,Oil,0,0,1973,Oil,Oil,Oil,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
8110,Stanberry,IC,<25,-,0,0,1945,,,,,,,,,,,,,,,,,,,,,,
8223,Springerville,ST,>=25,Coal,0,1,1985,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
8224,North Valmy,ST,>=25,Coal,0,1,1981,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
8906,Astoria Generating Station,GT,<25,Natural Gas,1,0,1954,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
8906,Astoria Generating Station,ST,>=25,Natural Gas,1,0,1954,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55243,Astoria Gas Turbines,GT,<25,Natural Gas,1,0,1970,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55243,Astoria Gas Turbines,GT,>=25,Natural Gas,1,0,1970,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
55375,Astoria Energy,CC,>=25,Natural Gas,1,0,2006,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56196,500MW CC,CC,>=25,Natural Gas,1,0,2005,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
57664,Astoria Energy II,CC,>=25,Natural Gas,1,0,2011,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
9038,Cherry Street,IC,<25,Natural Gas,1,0,1951,Natural Gas,Natural Gas,Natural Gas,,,,,,Oil,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,
9674,Nine Springs,GT,<25,Natural Gas,0,0,1964,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
9864,Cabot Holyoke,ST,<25,Natural Gas,1,1,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,
10002,ACE Cogeneration Facility,ST,>=25,Coal,0,1,1990,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,,
10684,Argus Cogen Plant,ST,<25,Coal,0,1,1947,,,,,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
10684,Argus Cogen Plant,ST,>=25,Coal,0,1,1947,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
10685,Westend Facility,GT,<25,Natural Gas,0,1,1969,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,,
10012,Covanta Warren Energy,ST,<25,-,1,0,1988,,,,,,,,,,,,,,,,,,,,,,
10017,WestRock-West Point Mill,ST,<25,Biomass,0,0,1954,,,,,Biomass,Biomass,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
10017,WestRock-West Point Mill,ST,>=25,Biomass,0,0,1954,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
