ORSPL,PLANT_NAME,PRIME_MOVER,UNIT_SIZE,FUEL_TYPE,rggi,Low_Income,FIRST_YEAR_OF_OPERATION,MAJ_FUEL_1995,MAJ_FUEL_1996,MAJ_FUEL_1997,MAJ_FUEL_1998,MAJ_FUEL_1999,MAJ_FUEL_2000,MAJ_FUEL_2001,MAJ_FUEL_2002,MAJ_FUEL_2003,MAJ_FUEL_2004,MAJ_FUEL_2005,MAJ_FUEL_2006,MAJ_FUEL_2007,MAJ_FUEL_2008,MAJ_FUEL_2009,MAJ_FUEL_2010,MAJ_FUEL_2011,MAJ_FUEL_2012,MAJ_FUEL_2013,MAJ_FUEL_2014,MAJ_FUEL_2015,MAJ_FUEL_2016
56177,Nebo Power Station,CC,>=25,Natural Gas,0,0,2004,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7413,Short Mountain,IC,<25,-,0,0,1992,,,,,,,,,,,,,,,,,,,,,,
7415,Lakefield Utilities,IC,<25,Oil,0,1,1936,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7425,Interstate,GT,>=25,Natural Gas,0,1,1997,,,,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7429,Edenton Generators,IC,<25,Oil,0,0,1988,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,Oil,Oil,
7432,Oxford (KS),IC,<25,Oil,0,0,1986,,,,,,,,,Oil,Oil,Oil,Oil,Oil,,,,,,,,,
7437,Galena Electric Utility,IC,<25,Oil,0,1,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7438,Church Street Plant,IC,<25,Oil,0,1,1979,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7439,Godwin Drive Plant,IC,<25,Oil,0,0,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7440,VMEA 1 Credit Gen,IC,<25,Oil,0,0,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7441,VMEA Peaking Gen,IC,<25,Oil,0,0,1992,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7797,Dominion/Lo Mar,GT,<25,Oil,0,0,1997,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,
7797,Dominion/Lo Mar,IC,<25,Oil,0,0,1997,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7798,Gateway Gen,IC,<25,Oil,0,0,1996,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
56491,Dean Drive Area Electric Generators,IC,<25,Oil,0,0,2007,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7449,Combustion Turbine Project No 2,GT,>=25,Natural Gas,0,1,1996,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
57978,Lodi Energy Center,CC,>=25,Natural Gas,0,1,2012,,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7450,Alameda,GT,<25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7450,Alameda,GT,>=25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7451,Lodi,GT,>=25,Natural Gas,0,0,1986,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7469,Madison Utilities,IC,<25,Natural Gas,0,1,1948,,,,,,,,,Oil,Oil,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,,,,
7470,Marceline,IC,<25,Oil,0,0,1959,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,,,,,,
7481,City Light & Water,IC,<25,Oil,0,0,1987,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7482,NSB Atqasuk Utility,IC,<25,Oil,0,1,1986,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7483,NSB Kaktovik Utility,IC,<25,Oil,0,1,2000,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7484,NSB Nuiqsut Utility,IC,<25,Natural Gas,0,1,1999,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,Natural Gas,Natural Gas,Natural Gas,
7485,NSB Point Hope Utility,IC,<25,Oil,0,1,1980,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7486,NSB Point Lay Utility,IC,<25,Oil,0,1,1990,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7487,NSB Anaktuvuk Pass,IC,<25,Oil,0,1,1994,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7488,NSB Wainwright Utility,IC,<25,Oil,0,1,1988,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7493,King Cove,IC,<25,Oil,0,0,1980,,,,,,,,,,,,,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,Oil,
7497,Croswell,IC,<25,Oil,0,0,1982,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,,Oil,,,
57950,MSC Croswell,ST,<25,Coal,0,0,1948,,,,,,,,,,,,,,,,,,Coal,Coal,Coal,Coal,
7502,Dutch Harbor,IC,<25,Oil,0,0,1985,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7503,Unalaska Power Module,IC,<25,Oil,0,0,1993,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54305,Westward Seafoods,IC,<25,Oil,0,0,1991,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
54422,Unisea G 2,IC,<25,Oil,0,0,1973,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7504,Neil Simpson II,GT,>=25,Natural Gas,0,0,1995,,,,,,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7504,Neil Simpson II,ST,>=25,Coal,0,0,1995,Coal,Coal,Coal,Coal,Coal,Coal,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
55477,Neil Simpson Gas Turbine #2,GT,>=25,Natural Gas,0,0,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55479,Wygen 1,ST,>=25,Coal,0,0,2003,,,,,,,,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
7505,Fergus Control Ctr,IC,<25,Oil,0,1,1995,,,,,,,,,,Oil,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7513,ReEnergy Fort Fairfield,ST,>=25,Biomass,1,0,1987,Biomass,Biomass,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
7515,McPherson 3,GT,>=25,Natural Gas,0,0,1998,,,,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7527,Carson Ice-Gen Project,CC,<25,Natural Gas,0,0,1995,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7527,Carson Ice-Gen Project,CC,>=25,Natural Gas,0,0,1995,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7527,Carson Ice-Gen Project,GT,>=25,Natural Gas,0,0,1995,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7549,Milwaukee County,ST,<25,Coal,0,0,1996,,,,,,,,,Coal,Coal,Coal,,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,
7551,SCA Cogen 2,CC,>=25,Natural Gas,0,1,1997,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7551,SCA Cogen 2,GT,>=25,Natural Gas,0,1,1997,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7552,SPA Cogen 3,CC,>=25,Natural Gas,0,1,1997,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7575,Bowling Green,IC,<25,Oil,0,0,1993,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7783,Bowling Green Peaking,GT,>=25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55262,Bowling Green Generating Station,GT,<25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55262,Bowling Green Generating Station,GT,>=25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7576,Engle,IC,<25,Oil,0,0,1989,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7577,Jackson (OH),IC,<25,Oil,0,1,1990,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7578,Napoleon,IC,<25,Oil,0,1,1990,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7776,Napoleon Peaking,GT,<25,Natural Gas,0,1,1999,,,,,,,,,,Natural Gas,,,,,,,,,,,,
7776,Napoleon Peaking,IC,<25,Oil,0,1,1999,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
55264,Napoleon Peaking Station,GT,<25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55264,Napoleon Peaking Station,GT,>=25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7579,Niles,IC,<25,Oil,0,1,1990,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7580,Wadsworth,IC,<25,Oil,0,0,1990,,,,,,,,,Oil,,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7584,Panora,IC,<25,Oil,0,0,1988,,,,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7595,Red Cedar,GT,<25,Natural Gas,0,1,1996,,,,,,,,,Natural Gas,,Natural Gas,,Natural Gas,,,Natural Gas,Natural Gas,,Natural Gas,,,
55996,Alliant SBD0201 Penford Produc,IC,<25,Oil,0,1,2003,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,
7602,Oneida Casino,IC,<25,Oil,0,0,1996,,,Oil,Oil,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,,,,
7603,Prospect Municipal,IC,<25,Oil,0,0,1998,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,,
7604,St Francis Energy Facility,CC,>=25,Natural Gas,0,1,1999,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7605,River Road Gen Plant,CC,>=25,Natural Gas,0,1,1997,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7627,Everett Cogen,ST,>=25,Biomass,0,0,1996,,,,,,,,,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,,,,,
7678,Celanese,ST,>=25,-,0,0,1964,,,,,,,,,,,,,,,,,,,,,,
7690,Pennsbury,GT,<25,-,0,0,1996,,,,,,,,,,,,,,,,,,,,,,
7701,Fairless Hills,ST,>=25,Natural Gas,0,0,1996,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
54746,Wheelabrator Falls,ST,>=25,-,0,0,1994,,,,,,,,,,,,,,,,,,,,,,
55298,Fairless Energy Center,CC,>=25,Natural Gas,0,0,2004,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
58250,Tullytown,IC,<25,-,0,0,2013,,,,,,,,,,,,,,,,,,,,,,
7693,Anaheim GT,GT,>=25,Natural Gas,0,0,1991,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
57027,Canyon Power Plant,GT,>=25,Natural Gas,0,0,2011,,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7698,General Electric Plastic,CC,<25,Natural Gas,0,1,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7698,General Electric Plastic,CC,>=25,Natural Gas,0,1,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7699,Tiger Bay,CC,>=25,Natural Gas,0,1,1997,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7705,Girvin Landfill,IC,<25,-,0,0,1997,,,,,,,,,,,,,,,,,,,,,,
7706,Agency GT,GT,<25,Natural Gas,0,1,1990,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,,,,,,,
7709,Dahlberg,GT,>=25,Natural Gas,0,0,2000,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7715,Pea Ridge,GT,<25,Natural Gas,0,1,1998,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7719,Meridian,IC,<25,Oil,0,1,1998,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,,,,Oil,Oil,,
7721,Theodore Cogen Facility,CC,>=25,Natural Gas,0,0,2000,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7723,Nymans Plant,IC,<25,Oil,0,0,1994,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,,,,
7725,Coffin Butte,IC,<25,-,0,0,1995,,,,,,,,,,,,,,,,,,,,,,
7737,Kapstone,ST,>=25,Biomass,0,1,1999,,,,,,,,,Coal,Coal,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass,Biomass
7749,Essex,GT,>=25,Natural Gas,0,1,1999,,,,,Natural Gas,Natural Gas,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7754,Nodaway,GT,>=25,Natural Gas,0,0,1999,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7759,Georgetown,GT,>=25,Natural Gas,0,0,2000,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7760,Tilton,GT,>=25,Natural Gas,0,1,1999,,,,,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7763,Henry County,GT,>=25,Natural Gas,0,0,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7767,Bloomington Power Plant,IC,<25,Oil,0,0,1999,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7768,Sowega Power,GT,>=25,Natural Gas,0,0,1999,,,,,,,,,Natural Gas,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
55304,Baconton Power Plant,GT,>=25,Natural Gas,0,0,2000,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7770,1515 S Caron Road,GT,<25,Natural Gas,0,0,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
58377,Rochelle Energy Center,IC,<25,-,0,0,2011,,,,,,,,,,,,,,,,,,,,,,
7775,Versailles Peaking,IC,<25,Oil,0,0,1999,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7777,Dover Peaking,IC,<25,Oil,0,0,1999,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7778,Orrville Peaking,IC,<25,Oil,0,0,1999,,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7780,Jackson Cntr Peaking,IC,<25,Oil,0,0,1999,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7782,Hamilton Peaking,GT,>=25,Natural Gas,0,1,2000,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7784,Allegany Cogen,CC,>=25,Natural Gas,1,1,1994,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7790,Bonanza,ST,>=25,Coal,0,1,1986,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal,Coal
7791,Montpelier,IC,<25,Oil,0,1,2000,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7795,Custer Energy Center,GT,<25,Natural Gas,0,1,1999,,,,,,,,,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Oil,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7805,Sherwood H Smith Jr Energy Complex,CC,>=25,Natural Gas,0,1,2001,,,,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7805,Sherwood H Smith Jr Energy Complex,GT,>=25,Natural Gas,0,1,2001,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
56292,Hamlet Generating Facility,GT,>=25,Natural Gas,0,1,2007,,,,,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7810,Argyle,IC,<25,Oil,0,0,1929,,,,,,,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7813,Sewell Creek Energy,GT,>=25,Natural Gas,0,1,2000,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7814,Webb Forging,IC,<25,Oil,0,1,2003,,,,,,,,,Oil,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,
7818,Alsey,GT,<25,Natural Gas,0,0,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7818,Alsey,GT,>=25,Natural Gas,0,0,1999,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7824,Rockwood,GT,<25,Natural Gas,0,1,1979,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,,Natural Gas,
7825,Fulton (AR),GT,>=25,Natural Gas,0,0,2001,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,
7828,Shelby South,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,,,,Oil,Oil,Oil,Oil,Oil,,Oil,Oil,Oil,
7829,Smarr Energy Center,GT,>=25,Natural Gas,0,0,1999,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7831,Beaver Island,IC,<25,Oil,0,0,2000,,,,,,,,,Oil,Oil,,,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,Oil,
7834,John S Rainey,CC,>=25,Natural Gas,0,1,2001,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7834,John S Rainey,GT,>=25,Natural Gas,0,1,2001,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
7835,Essential Power Rock Springs LLC,GT,>=25,Natural Gas,1,0,2003,,,,,,,,,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas,Natural Gas
